Operator,Indoor_Outdoor_Travelling,Network Type,Rating,Call Drop Category,Latitude,Longitude,State Name
Vodafone,Indoor,3G,4,Satisfactory,28.5560424,77.17599212,NCT
Vodafone,Indoor,3G,3,Poor Network,28.5560424,77.17599212,NCT
Vodafone,Indoor,3G,5,Satisfactory,28.5560424,77.17599212,NCT
Vodafone,Outdoor,3G,5,Satisfactory,28.5560424,77.17599212,NCT
Vodafone,Indoor,3G,5,Satisfactory,28.5560424,77.17599212,NCT
Vodafone,Indoor,3G,4,Satisfactory,28.5560424,77.17599212,NCT
Vodafone,Indoor,3G,4,Satisfactory,28.5560424,77.17599212,NCT
Vodafone,Indoor,3G,4,Satisfactory,28.5560424,77.17599212,NCT
Vodafone,Indoor,3G,4,Satisfactory,28.5560424,77.17599212,NCT
Vodafone,Indoor,3G,4,Satisfactory,28.5560424,77.17599212,NCT
Vodafone,Indoor,3G,2,Call Dropped,28.5560424,77.17599212,NCT
Vodafone,Indoor,3G,4,Satisfactory,28.5560424,77.17599212,NCT
Vodafone,Indoor,3G,4,Satisfactory,28.5560424,77.17599212,NCT
Vodafone,Outdoor,4G,1,Call Dropped,28.5560651,77.1770431,NCT
Vodafone,Indoor,3G,3,Satisfactory,28.55572114,77.17653499,NCT
Vodafone,Outdoor,3G,3,Satisfactory,28.55572114,77.17653499,NCT
Vodafone,Outdoor,3G,3,Satisfactory,28.55572114,77.17653499,NCT
Vodafone,Travelling,3G,3,Poor Network,28.66236203,77.185455,NCT
RComm,Indoor,2G,1,Poor Network,19.19777999,72.79784281,Maharashtra
RComm,Outdoor,2G,2,Call Dropped,19.1977558,72.7980223,Maharashtra
RComm,Travelling,2G,1,Call Dropped,19.19771666,72.79772357,Maharashtra
RComm,Outdoor,2G,1,Poor Network,19.19763371,72.79768147,Maharashtra
RComm,Travelling,2G,2,Call Dropped,19.19752178,72.79765363,Maharashtra
RComm,Indoor,2G,1,Poor Network,19.19758738,72.79786174,Maharashtra
RComm,Indoor,2G,1,Poor Network,19.19758738,72.79786174,Maharashtra
RJio,Indoor,4G,2,Satisfactory,17.47275767,78.38476565,Telangana
Airtel,Indoor,4G,1,Poor Network,12.99869844,77.71739697,Karnataka
RJio,Indoor,4G,4,Satisfactory,19.04536616,72.86366399,Maharashtra
RComm,Indoor,2G,1,Poor Network,19.19798074,72.79743737,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,-1,-1,
RJio,Outdoor,4G,4,Satisfactory,-1,-1,
Tata,Indoor,Unknown,5,Satisfactory,12.97281267,77.53928389,Karnataka
Airtel,Outdoor,3G,4,Satisfactory,22.3171768,73.1683102,Gujarat
RJio,Indoor,4G,4,Satisfactory,28.70853167,77.62795333,Uttar Pradesh
RJio,Outdoor,4G,4,Satisfactory,28.70853167,77.62795333,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.70853167,77.62795333,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.70853167,77.62795333,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.70853167,77.62795333,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.70853167,77.62795333,Uttar Pradesh
RJio,Indoor,4G,5,Satisfactory,21.34771492,83.60146106,Odisha
RJio,Indoor,4G,4,Satisfactory,28.70853167,77.62795333,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.70853167,77.62795333,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.70853167,77.62795333,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.70853167,77.62795333,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.70853167,77.62795333,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.70853167,77.62795333,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.70853167,77.62795333,Uttar Pradesh
RJio,Indoor,4G,3,Satisfactory,19.04536616,72.86366399,Maharashtra
Vodafone,Indoor,3G,4,Satisfactory,8.48559676,76.97045047,Kerala
Tata,Indoor,Unknown,4,Satisfactory,22.98468759,72.6047269,Gujarat
Airtel,Indoor,Unknown,2,Poor Network,-1,-1,
Airtel,Indoor,3G,3,Satisfactory,10.75700247,78.70762563,Tamil Nadu
RJio,Indoor,4G,3,Satisfactory,19.04536616,72.86366399,Maharashtra
RComm,Indoor,2G,1,Poor Network,19.19780078,72.79778936,Maharashtra
RComm,Indoor,2G,1,Poor Network,19.19780078,72.79778936,Maharashtra
Airtel,Indoor,4G,4,Satisfactory,22.27970114,73.14957996,Gujarat
Vodafone,Indoor,Unknown,3,Satisfactory,15.51348475,73.96086833,Goa
Idea,Indoor,Unknown,5,Satisfactory,23.28732333,72.44167333,Gujarat
Idea,Indoor,Unknown,5,Satisfactory,23.28701333,72.44152833,Gujarat
Idea,Indoor,Unknown,5,Satisfactory,23.10779,72.58499833,Gujarat
BSNL,Indoor,3G,3,Satisfactory,13.08269616,80.20543449,Tamil Nadu
Idea,Indoor,Unknown,5,Satisfactory,23.28676667,72.44168667,Gujarat
RJio,Indoor,4G,5,Satisfactory,31.53600833,75.8946,Punjab
RJio,Outdoor,4G,4,Satisfactory,23.2505084,77.4140526,Madhya Pradesh
RJio,Outdoor,4G,4,Satisfactory,23.2958083,77.3423131,Madhya Pradesh
Idea,Indoor,Unknown,5,Satisfactory,23.28676667,72.44168667,Gujarat
RJio,Indoor,4G,4,Satisfactory,18.59290667,73.79417103,Maharashtra
RJio,Indoor,4G,5,Satisfactory,-1,-1,
Airtel,Indoor,4G,3,Poor Network,17.4641899,78.4750466,Telangana
Vodafone,Outdoor,2G,1,Call Dropped,28.74156,77.12000333,NCT
RJio,Travelling,4G,5,Satisfactory,20.27715683,85.87256849,Odisha
RJio,Outdoor,4G,1,Call Dropped,-1,-1,
BSNL,Indoor,3G,4,Satisfactory,26.192097,78.1581679,Madhya Pradesh
MTNL,Indoor,3G,2,Satisfactory,19.7000418,72.77007,Maharashtra
Vodafone,Indoor,3G,1,Call Dropped,12.9357256,77.6935158,Karnataka
Vodafone,Indoor,4G,4,Satisfactory,12.9478758,77.7123942,Karnataka
RJio,Indoor,4G,4,Satisfactory,17.4753355,78.3882443,Telangana
RComm,Indoor,2G,2,Poor Network,19.19795643,72.79764814,Maharashtra
RJio,Indoor,4G,5,Satisfactory,-1,-1,
Vodafone,Indoor,Unknown,4,Satisfactory,29.216078,78.9639867,Uttarakhand
Idea,Outdoor,Unknown,2,Satisfactory,-1,-1,
Vodafone,Indoor,Unknown,4,Satisfactory,12.3321689,76.6283789,Karnataka
Idea,Indoor,4G,1,Satisfactory,23.23760899,77.4011921,Madhya Pradesh
RJio,Indoor,4G,3,Satisfactory,19.04536616,72.86366399,Maharashtra
RJio,Indoor,4G,1,Call Dropped,12.9813237,80.1910464,Tamil Nadu
RJio,Indoor,4G,1,Satisfactory,12.9813314,80.1910246,Tamil Nadu
Idea,Indoor,Unknown,5,Satisfactory,31.53600833,75.8946,Punjab
RJio,Outdoor,4G,4,Satisfactory,23.0012197,72.58825839,Gujarat
RJio,Indoor,4G,4,Satisfactory,23.00105082,72.58834646,Gujarat
RJio,Indoor,4G,4,Satisfactory,23.00105082,72.58834646,Gujarat
RJio,Indoor,4G,4,Satisfactory,23.00105082,72.58834646,Gujarat
Airtel,Outdoor,Unknown,3,Satisfactory,13.53441167,75.35770667,Karnataka
Vodafone,Indoor,4G,1,Call Dropped,32.264474,75.6602657,Punjab
RJio,Outdoor,4G,4,Satisfactory,21.61484,73.0008618,Gujarat
RJio,Outdoor,4G,5,Satisfactory,26.13472167,87.86334,West Bengal
Vodafone,Outdoor,Unknown,4,Satisfactory,17.74962447,73.19144362,Maharashtra
RJio,Indoor,4G,4,Satisfactory,28.5288814,77.3999436,Uttar Pradesh
Idea,Outdoor,3G,4,Satisfactory,17.74984293,73.19142487,Maharashtra
RJio,Indoor,4G,5,Satisfactory,17.4287692,78.5402945,Telangana
RJio,Outdoor,4G,4,Satisfactory,-1,-1,
BSNL,Indoor,Unknown,5,Satisfactory,13.1380385,80.2089632,Tamil Nadu
Idea,Indoor,Unknown,5,Satisfactory,13.339765,75.79818167,Karnataka
RJio,Outdoor,4G,4,Satisfactory,-1,-1,
RJio,Indoor,4G,1,Poor Network,-1,-1,
BSNL,Indoor,2G,2,Satisfactory,11.7629083,76.00274701,Kerala
RJio,Indoor,4G,1,Call Dropped,-1,-1,
RJio,Indoor,4G,1,Poor Network,-1,-1,
RJio,Indoor,4G,1,Poor Network,-1,-1,
Airtel,Indoor,Unknown,1,Poor Network,12.9462264,77.71778838,Karnataka
Airtel,Outdoor,3G,4,Satisfactory,22.27958966,73.14946055,Gujarat
Airtel,Outdoor,4G,3,Poor Network,22.27982957,73.14928245,Gujarat
BSNL,Indoor,3G,5,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,22.5764564,88.3607819,West Bengal
RJio,Indoor,4G,3,Call Dropped,-1,-1,
RJio,Indoor,4G,5,Satisfactory,22.59273787,88.29758515,West Bengal
RJio,Indoor,4G,3,Satisfactory,28.6233811,77.0555597,NCT
Airtel,Indoor,4G,1,Satisfactory,28.50839609,77.08348127,Haryana
Idea,Outdoor,Unknown,1,Satisfactory,-1,-1,
BSNL,Indoor,2G,5,Satisfactory,24.73330399,92.78796518,Assam
Vodafone,Outdoor,Unknown,4,Satisfactory,12.3302909,76.629095,Karnataka
RJio,Indoor,4G,4,Satisfactory,-1,-1,
RJio,Indoor,Unknown,4,Satisfactory,-1,-1,
RJio,Indoor,4G,4,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,-1,-1,
RJio,Outdoor,4G,2,Satisfactory,28.83425105,77.57128502,Uttar Pradesh
RJio,Outdoor,4G,2,Satisfactory,28.83425105,77.57128502,Uttar Pradesh
RJio,Indoor,4G,1,Poor Network,28.83423043,77.57126196,Uttar Pradesh
Idea,Indoor,Unknown,5,Satisfactory,23.28703667,72.44164167,Gujarat
RJio,Outdoor,4G,1,Call Dropped,21.1395635,79.0600445,Maharashtra
RJio,Indoor,4G,3,Call Dropped,21.1395659,79.0600411,Maharashtra
Airtel,Indoor,3G,5,Satisfactory,10.95589451,78.07831858,Tamil Nadu
Airtel,Outdoor,3G,4,Satisfactory,22.27961297,73.14951238,Gujarat
Airtel,Outdoor,3G,4,Satisfactory,26.73500657,88.40657533,West Bengal
Idea,Indoor,Unknown,5,Satisfactory,23.28703667,72.44164167,Gujarat
Idea,Indoor,Unknown,5,Satisfactory,23.28703667,72.44164167,Gujarat
Airtel,Indoor,3G,1,Call Dropped,28.44988662,76.98688684,Haryana
Airtel,Indoor,4G,5,Satisfactory,28.44988662,76.98688684,Haryana
Airtel,Travelling,3G,1,Poor Network,28.42674005,77.0299454,Haryana
Airtel,Outdoor,3G,1,Call Dropped,18.59262838,73.87402154,Maharashtra
Vodafone,Outdoor,Unknown,1,Poor Network,19.18298777,73.01981483,Maharashtra
Vodafone,Travelling,Unknown,1,Call Dropped,19.18298777,73.01981483,Maharashtra
Vodafone,Indoor,Unknown,5,Satisfactory,19.01720051,73.03931116,Maharashtra
Vodafone,Outdoor,Unknown,5,Satisfactory,19.01710171,73.03921793,Maharashtra
Airtel,Travelling,3G,5,Satisfactory,19.00151116,72.85767612,Maharashtra
Vodafone,Indoor,Unknown,5,Satisfactory,19.0989172,72.8737828,Maharashtra
Airtel,Travelling,3G,5,Satisfactory,28.55564883,77.09169814,Haryana
Airtel,Indoor,4G,5,Satisfactory,28.44983041,76.98725659,Haryana
RComm,Indoor,2G,1,Poor Network,19.1977797,72.79765922,Maharashtra
RComm,Indoor,2G,1,Poor Network,19.19786996,72.79790372,Maharashtra
BSNL,Indoor,3G,5,Satisfactory,-1,-1,
BSNL,Outdoor,3G,3,Satisfactory,12.97994253,77.63914437,Karnataka
RJio,Indoor,4G,5,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,-1,-1,
Airtel,Indoor,Unknown,5,Satisfactory,28.3697498,76.8939268,Haryana
Idea,Indoor,4G,4,Satisfactory,18.65004718,73.81216983,Maharashtra
RJio,Indoor,4G,1,Poor Network,28.5209015,77.08089374,Haryana
RJio,Indoor,4G,2,Poor Network,28.52078835,77.08091657,Haryana
RJio,Indoor,4G,2,Poor Network,28.52078463,77.0809327,Haryana
BSNL,Outdoor,2G,2,Satisfactory,11.7629083,76.00274701,Kerala
BSNL,Indoor,3G,5,Satisfactory,-1,-1,
Airtel,Outdoor,3G,5,Satisfactory,13.0671226,77.5540019,Karnataka
Vodafone,Indoor,Unknown,5,Satisfactory,19.1097788,72.867701,Maharashtra
RJio,Indoor,4G,5,Satisfactory,-1,-1,
RComm,Indoor,2G,1,Poor Network,19.19776251,72.79775207,Maharashtra
RJio,Outdoor,4G,1,Poor Network,20.26900239,85.84907829,Odisha
Airtel,Outdoor,3G,4,Satisfactory,22.27963059,73.14950916,Gujarat
RJio,Outdoor,4G,5,Satisfactory,20.3095861,85.819065,Odisha
RJio,Indoor,4G,1,Call Dropped,12.8834466,77.6021196,Karnataka
RJio,Outdoor,4G,5,Satisfactory,17.2542214,82.5378659,Andhra Pradesh
RJio,Indoor,4G,4,Satisfactory,12.8834466,77.6021196,Karnataka
BSNL,Outdoor,2G,5,Satisfactory,17.4059101,78.4380562,Telangana
BSNL,Indoor,3G,5,Satisfactory,17.3981317,78.4383887,Telangana
BSNL,Indoor,3G,5,Satisfactory,17.3981317,78.4383887,Telangana
BSNL,Outdoor,3G,5,Satisfactory,17.3981317,78.4383887,Telangana
BSNL,Indoor,3G,5,Satisfactory,17.4061179,78.4382329,Telangana
Idea,Outdoor,Unknown,4,Satisfactory,18.51631333,73.898845,Maharashtra
Airtel,Outdoor,4G,1,Poor Network,26.9643129,75.77970078,Rajasthan
Airtel,Indoor,3G,3,Satisfactory,10.75700247,78.70762563,Tamil Nadu
Airtel,Outdoor,4G,5,Satisfactory,28.66976136,77.29597137,NCT
RJio,Outdoor,Unknown,4,Satisfactory,-1,-1,
Idea,Indoor,Unknown,1,Poor Network,23.28711,72.44161333,Gujarat
RJio,Indoor,4G,1,Poor Network,28.5207832,77.08096847,Haryana
RJio,Indoor,4G,1,Poor Network,28.52077643,77.08099453,Haryana
RJio,Indoor,4G,2,Poor Network,28.52077533,77.08099452,Haryana
RJio,Outdoor,4G,1,Poor Network,20.26900239,85.84907829,Odisha
RJio,Outdoor,4G,3,Satisfactory,30.10548167,78.28853667,Uttarakhand
Airtel,Indoor,3G,3,Satisfactory,10.75700247,78.70762563,Tamil Nadu
RJio,Indoor,4G,5,Satisfactory,31.53600833,75.8946,Punjab
Idea,Indoor,Unknown,5,Satisfactory,23.28711,72.44161333,Gujarat
RJio,Indoor,4G,1,Satisfactory,22.42165607,87.32797457,West Bengal
RJio,Indoor,4G,1,Poor Network,28.52077382,77.08099019,Haryana
BSNL,Indoor,3G,4,Satisfactory,13.62997858,79.43381533,Andhra Pradesh
Vodafone,Indoor,4G,4,Satisfactory,-1,-1,
BSNL,Indoor,Unknown,2,Satisfactory,26.8502391,80.9575846,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,-1,-1,
RJio,Outdoor,4G,1,Poor Network,20.26900239,85.84907829,Odisha
BSNL,Indoor,3G,3,Satisfactory,13.09118379,80.20278615,Tamil Nadu
RJio,Indoor,4G,2,Satisfactory,26.5523251,88.7043074,West Bengal
Idea,Indoor,Unknown,5,Satisfactory,23.28711,72.44161333,Gujarat
Airtel,Indoor,Unknown,4,Satisfactory,15.5027371,80.031311,Andhra Pradesh
Airtel,Indoor,Unknown,4,Satisfactory,15.5027371,80.031311,Andhra Pradesh
RJio,Indoor,4G,4,Satisfactory,-1,-1,
RComm,Indoor,2G,2,Poor Network,19.197839,72.797792,Maharashtra
RComm,Indoor,2G,1,Poor Network,19.19780093,72.79770656,Maharashtra
Idea,Outdoor,3G,1,Call Dropped,-1,-1,
Airtel,Indoor,4G,5,Satisfactory,22.22663687,84.83518861,Odisha
Airtel,Indoor,4G,5,Satisfactory,22.22663687,84.83518861,Odisha
Airtel,Indoor,4G,5,Satisfactory,22.22631938,84.8351357,Odisha
Airtel,Travelling,4G,5,Satisfactory,22.22548178,84.81535777,Odisha
Airtel,Indoor,4G,5,Satisfactory,22.22562746,84.8151428,Odisha
Airtel,Indoor,4G,5,Satisfactory,22.2261691,84.81498866,Odisha
Airtel,Outdoor,4G,5,Satisfactory,22.2261691,84.81498866,Odisha
Airtel,Outdoor,4G,5,Satisfactory,22.2261691,84.81498866,Odisha
Airtel,Outdoor,4G,5,Satisfactory,22.22918318,84.84094143,Odisha
Airtel,Indoor,4G,5,Satisfactory,22.22544273,84.81521443,Odisha
RJio,Outdoor,4G,5,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,-1,-1,
RJio,Outdoor,4G,5,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,22.2255781,84.8151663,Odisha
RJio,Indoor,4G,5,Satisfactory,22.2255781,84.8151663,Odisha
RJio,Indoor,4G,5,Satisfactory,22.22586912,84.81529872,Odisha
BSNL,Indoor,3G,1,Poor Network,-1,-1,
Airtel,Indoor,3G,3,Satisfactory,10.75700247,78.70762563,Tamil Nadu
RJio,Indoor,Unknown,4,Satisfactory,-1,-1,
BSNL,Indoor,Unknown,2,Satisfactory,26.8491095,80.9567191,Uttar Pradesh
RJio,Indoor,4G,5,Satisfactory,11.1550823,77.3040617,Tamil Nadu
BSNL,Indoor,2G,1,Call Dropped,9.4226931,77.5071512,Tamil Nadu
BSNL,Indoor,2G,4,Satisfactory,9.4226931,77.5071512,Tamil Nadu
BSNL,Indoor,2G,4,Satisfactory,9.4226931,77.5071512,Tamil Nadu
BSNL,Indoor,3G,4,Satisfactory,9.4342224,77.5474325,Tamil Nadu
Airtel,Indoor,4G,5,Satisfactory,28.5528848,77.37636231,Uttar Pradesh
Vodafone,Outdoor,3G,3,Poor Network,18.4956549,73.8259163,Maharashtra
Airtel,Indoor,4G,4,Satisfactory,12.8879011,77.5556068,Karnataka
RJio,Travelling,4G,5,Satisfactory,22.79511957,86.23183265,Jharkhand
Airtel,Indoor,3G,3,Satisfactory,10.75700247,78.70762563,Tamil Nadu
RJio,Travelling,4G,4,Satisfactory,25.1408114,73.0908844,Rajasthan
RJio,Outdoor,4G,5,Satisfactory,17.2542214,82.5378659,Andhra Pradesh
Idea,Indoor,3G,2,Satisfactory,23.23760899,77.4011921,Madhya Pradesh
RJio,Outdoor,4G,1,Poor Network,20.26900239,85.84907829,Odisha
RJio,Indoor,4G,2,Satisfactory,28.60812833,77.33584,Uttar Pradesh
Vodafone,Indoor,3G,2,Poor Network,-1,-1,
Vodafone,Indoor,3G,1,Call Dropped,-1,-1,
Vodafone,Indoor,3G,1,Call Dropped,-1,-1,
Airtel,Indoor,Unknown,4,Satisfactory,-1,-1,
Vodafone,Indoor,4G,1,Call Dropped,-1,-1,
Vodafone,Indoor,3G,2,Poor Network,-1,-1,
Vodafone,Indoor,3G,1,Call Dropped,-1,-1,
RJio,Outdoor,4G,2,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,-1,-1,
Idea,Indoor,Unknown,5,Satisfactory,23.28711,72.44161333,Gujarat
Vodafone,Indoor,3G,1,Call Dropped,10.9162968,78.7093307,Tamil Nadu
Vodafone,Indoor,3G,1,Call Dropped,10.9162968,78.7093307,Tamil Nadu
Vodafone,Indoor,3G,1,Poor Network,10.9162968,78.7093307,Tamil Nadu
Vodafone,Indoor,3G,1,Poor Network,10.9162968,78.7093307,Tamil Nadu
Vodafone,Indoor,Unknown,1,Poor Network,10.9162968,78.7093307,Tamil Nadu
Vodafone,Indoor,3G,1,Call Dropped,10.9162968,78.7093307,Tamil Nadu
Vodafone,Indoor,3G,1,Poor Network,10.9162968,78.7093307,Tamil Nadu
Vodafone,Indoor,3G,1,Call Dropped,10.9162968,78.7093307,Tamil Nadu
Vodafone,Indoor,3G,1,Call Dropped,10.9162968,78.7093307,Tamil Nadu
Vodafone,Indoor,3G,1,Call Dropped,10.9162968,78.7093307,Tamil Nadu
Vodafone,Indoor,3G,1,Poor Network,10.9162968,78.7093307,Tamil Nadu
Vodafone,Indoor,3G,1,Poor Network,10.9162968,78.7093307,Tamil Nadu
Vodafone,Indoor,Unknown,1,Poor Network,10.9162968,78.7093307,Tamil Nadu
Vodafone,Indoor,3G,1,Call Dropped,10.9162968,78.7093307,Tamil Nadu
Vodafone,Indoor,3G,1,Poor Network,10.9162968,78.7093307,Tamil Nadu
Vodafone,Indoor,3G,1,Call Dropped,10.9162968,78.7093307,Tamil Nadu
RJio,Indoor,Unknown,5,Satisfactory,22.5685683,88.3555696,West Bengal
RJio,Outdoor,4G,1,Poor Network,20.26900239,85.84907829,Odisha
Vodafone,Indoor,3G,5,Satisfactory,32.2568786,75.6380022,Punjab
RJio,Indoor,4G,2,Poor Network,28.52077257,77.08094563,Haryana
Airtel,Indoor,4G,5,Satisfactory,30.29910855,76.97174374,Haryana
Airtel,Indoor,3G,3,Satisfactory,10.75700247,78.70762563,Tamil Nadu
BSNL,Indoor,3G,3,Poor Network,13.06084732,77.58806411,Karnataka
RJio,Indoor,4G,5,Satisfactory,17.49550513,78.39541437,Telangana
RJio,Indoor,Unknown,2,Satisfactory,17.49550513,78.39541437,Telangana
RJio,Indoor,4G,5,Satisfactory,17.49550513,78.39541437,Telangana
Vodafone,Indoor,3G,4,Satisfactory,21.1589654,79.0836233,Maharashtra
Vodafone,Indoor,3G,1,Call Dropped,21.1570685,79.0837469,Maharashtra
Vodafone,Indoor,3G,3,Satisfactory,21.1570685,79.0837469,Maharashtra
Vodafone,Indoor,3G,2,Call Dropped,21.1619398,79.0851589,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,-1,-1,
BSNL,Travelling,4G,4,Satisfactory,22.6004625,88.4263027,West Bengal
Idea,Outdoor,Unknown,5,Satisfactory,17.3849448,78.4767007,Telangana
Vodafone,Outdoor,Unknown,5,Satisfactory,17.3849448,78.4767007,Telangana
Idea,Outdoor,3G,5,Satisfactory,17.3849448,78.4767007,Telangana
Idea,Outdoor,Unknown,5,Satisfactory,17.38499186,78.4767375,Telangana
Idea,Outdoor,Unknown,5,Satisfactory,17.38499186,78.4767375,Telangana
Idea,Outdoor,Unknown,5,Satisfactory,17.38505104,78.47693255,Telangana
Idea,Outdoor,Unknown,5,Satisfactory,17.38505104,78.47693255,Telangana
Idea,Outdoor,3G,5,Satisfactory,17.38505104,78.47693255,Telangana
Idea,Outdoor,3G,5,Satisfactory,17.3851797,78.4769272,Telangana
BSNL,Travelling,4G,5,Satisfactory,22.6004625,88.4263027,West Bengal
BSNL,Travelling,3G,5,Satisfactory,22.6004625,88.4263027,West Bengal
RJio,Indoor,Unknown,3,Satisfactory,13.53275167,75.35948167,Karnataka
BSNL,Travelling,4G,5,Satisfactory,22.6004625,88.4263027,West Bengal
BSNL,Travelling,3G,5,Satisfactory,22.6004625,88.4263027,West Bengal
Idea,Indoor,3G,4,Satisfactory,17.4986246,78.5020022,Telangana
RJio,Indoor,4G,1,Call Dropped,19.0433988,72.8745769,Maharashtra
RJio,Outdoor,4G,1,Poor Network,20.26900239,85.84907829,Odisha
RJio,Indoor,4G,4,Satisfactory,-1,-1,
BSNL,Indoor,3G,5,Satisfactory,17.4061179,78.4382329,Telangana
RJio,Indoor,4G,5,Satisfactory,20.25972399,85.78947253,Odisha
RJio,Indoor,4G,5,Satisfactory,20.16449627,85.70291566,Odisha
RJio,Travelling,4G,5,Satisfactory,20.29212072,85.83428796,Odisha
Airtel,Indoor,4G,4,Satisfactory,18.91896123,72.82533711,Maharashtra
RJio,Indoor,4G,3,Satisfactory,22.57595916,88.45285068,West Bengal
Idea,Indoor,4G,3,Satisfactory,17.47277559,78.38472955,Telangana
RJio,Indoor,4G,4,Satisfactory,28.5288704,77.399923,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.5288704,77.399923,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.5288703,77.3999224,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.5288679,77.3999359,Uttar Pradesh
RJio,Outdoor,4G,4,Satisfactory,28.5272833,77.400962,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,28.5288796,77.3999521,Uttar Pradesh
RJio,Outdoor,4G,4,Satisfactory,28.5288796,77.3999521,Uttar Pradesh
Airtel,Indoor,4G,4,Satisfactory,12.995646,77.6142549,Karnataka
Airtel,Indoor,3G,4,Satisfactory,12.9956458,77.6142626,Karnataka
Airtel,Indoor,3G,4,Satisfactory,12.93976807,77.48328382,Karnataka
Airtel,Indoor,4G,4,Satisfactory,12.9398469,77.4831684,Karnataka
Airtel,Indoor,3G,4,Satisfactory,12.92934154,77.54302458,Karnataka
Airtel,Indoor,4G,4,Satisfactory,12.96778184,77.58735274,Karnataka
Airtel,Indoor,4G,4,Satisfactory,12.9956286,77.6142547,Karnataka
Airtel,Outdoor,3G,4,Satisfactory,13.34357496,77.23082099,Karnataka
Airtel,Indoor,3G,4,Satisfactory,13.34357496,77.23082099,Karnataka
Airtel,Indoor,3G,4,Satisfactory,12.94715357,77.53391255,Karnataka
Airtel,Travelling,4G,3,Poor Network,12.94715357,77.53391255,Karnataka
Airtel,Indoor,3G,4,Satisfactory,12.94715357,77.53391255,Karnataka
Airtel,Indoor,4G,4,Satisfactory,12.99237816,77.59465777,Karnataka
Airtel,Indoor,3G,4,Satisfactory,12.99237816,77.59465777,Karnataka
Airtel,Indoor,3G,4,Satisfactory,12.99237816,77.59465777,Karnataka
Airtel,Indoor,4G,4,Satisfactory,12.99237816,77.59465777,Karnataka
Airtel,Indoor,3G,4,Satisfactory,12.98622995,77.59495432,Karnataka
Airtel,Indoor,4G,4,Satisfactory,12.98622995,77.59495432,Karnataka
Airtel,Indoor,4G,4,Satisfactory,12.98622995,77.59495432,Karnataka
Airtel,Indoor,3G,4,Satisfactory,12.98622995,77.59495432,Karnataka
Airtel,Outdoor,3G,4,Satisfactory,12.98622995,77.59495432,Karnataka
Airtel,Indoor,3G,4,Satisfactory,12.93570041,77.51349617,Karnataka
RJio,Indoor,4G,5,Satisfactory,22.22586912,84.81529872,Odisha
RJio,Indoor,4G,5,Satisfactory,-1,-1,
RJio,Outdoor,4G,1,Poor Network,20.26900239,85.84907829,Odisha
Idea,Outdoor,3G,5,Satisfactory,17.37793378,78.47502981,Telangana
Airtel,Indoor,2G,2,Poor Network,10.75700247,78.70762563,Tamil Nadu
RJio,Indoor,4G,5,Satisfactory,-1,-1,
RJio,Outdoor,4G,2,Poor Network,-1,-1,
Idea,Indoor,Unknown,1,Poor Network,-1,-1,
Idea,Indoor,Unknown,1,Call Dropped,-1,-1,
RComm,Indoor,2G,1,Poor Network,19.19780941,72.79768869,Maharashtra
BSNL,Travelling,3G,3,Satisfactory,13.09092355,80.20275969,Tamil Nadu
RJio,Indoor,4G,1,Call Dropped,26.8918228,75.7324944,Rajasthan
RJio,Indoor,4G,5,Satisfactory,18.51471632,73.82972858,Maharashtra
RJio,Indoor,4G,5,Satisfactory,18.51471632,73.82972858,Maharashtra
RJio,Indoor,4G,5,Satisfactory,18.51471632,73.82972858,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,18.51471632,73.82972858,Maharashtra
RJio,Indoor,4G,5,Satisfactory,18.5147126,73.8296858,Maharashtra
BSNL,Outdoor,3G,4,Satisfactory,-1,-1,
BSNL,Indoor,Unknown,5,Satisfactory,12.91667354,77.59754029,Karnataka
BSNL,Indoor,Unknown,5,Satisfactory,12.91667354,77.59754029,Karnataka
